,raster_path,imagery_path,binary_path,place,tileID,suffix,img_size,res,pad,lat,long,img_src,lidar_src,band_means,band_stds,ndvi_mean,ndvi_std,ndvi_NaN,height_mean,height_std,height_NaN
24,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00024.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00024.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00024.tif,Santa_Monica,24,A,256,1,0,360736.0,3766016.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 93.75538635  98.01376343  96.32125854 111.82351685],[42.02801045 38.17671385 37.29968189 44.80751421],0.08667082484400979,0.19153113876736447,0,3.990977327885198,3.619521354131025,0
25,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00025.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00025.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00025.tif,Santa_Monica,25,A,256,1,0,360736.0,3766272.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 94.58721924  97.86843872  92.92626953 114.70269775],[38.73321001 32.93077124 29.98347215 44.16567067],0.0908911844549216,0.18650353365347944,0,3.1670184799784398,3.15635498270544,0
26,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00026.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00026.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00026.tif,Santa_Monica,26,A,256,1,0,360736.0,3766528.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 97.80288696 101.8547821   97.39718628 115.18757629],[39.67548179 35.1250102  32.95412128 45.44646736],0.07404201531899446,0.18978137935741413,0,3.024369195325328,3.4830694668654703,0
27,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00027.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00027.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00027.tif,Santa_Monica,27,A,256,1,0,360736.0,3766784.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[103.8243866  107.21659851 104.20199585 110.29150391],[42.90434055 38.88740491 37.45372511 44.20799772],0.02710428448402169,0.1786973913314619,0,3.0937795149595777,3.465545682829142,0
28,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00028.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00028.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00028.tif,Santa_Monica,28,A,256,1,0,360736.0,3767040.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 96.24269104  99.04640198  94.59098816 109.76852417],[40.85013321 36.38938717 34.38077398 44.21017242],0.06169017481648634,0.1778453182322848,1073,3.0084529284667254,3.1673345968914948,0
29,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00029.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00029.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00029.tif,Santa_Monica,29,A,256,1,0,360736.0,3767296.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[74.9825592  77.14744568 72.85739136 85.82052612],[55.62520122 54.61583254 51.57053755 62.12581802],0.06538070315827828,0.17257235238154522,16878,3.468409312906509,3.782757547642035,0
30,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00030.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00030.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00030.tif,Santa_Monica,30,A,256,1,0,360736.0,3767552.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[73.07402039 76.5761261  71.80450439 94.92547607],[50.6340348  49.67677296 47.05573998 61.48144177],0.12950787683774587,0.19110492757930447,13436,4.470473366675979,4.689971067600672,0
31,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00031.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00031.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00031.tif,Santa_Monica,31,A,256,1,0,360736.0,3767808.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[24.16323853 25.68411255 23.96696472 36.26454163],[42.61000951 43.93823459 41.149891   61.65108047],0.1948908386915072,0.18841406275234826,46614,3.1909770202860104,4.837966521527114,0
35,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00035.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00035.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00035.tif,Santa_Monica,35,A,256,1,0,360992.0,3765504.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[123.20033264 123.95365906 123.83810425 116.65779114],[45.90638243 42.33065776 40.25032911 43.19830872],-0.027204498281040657,0.14532065128356916,0,4.430114506275887,5.18938526262494,0
36,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00036.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00036.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00036.tif,Santa_Monica,36,A,256,1,0,360992.0,3765760.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[116.77519226 119.16603088 121.10543823 109.60177612],[49.63309117 46.21678997 45.32344349 41.70997705],-0.02366582522274996,0.14990835367217467,0,5.54589429233368,4.575694209684039,0
37,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00037.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00037.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00037.tif,Santa_Monica,37,A,256,1,0,360992.0,3766016.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[114.98893738 116.94503784 118.73617554 111.55125427],[49.62357311 46.51841749 45.63095003 45.59116492],-0.011171613014134607,0.14991517444457395,0,4.798994048481314,4.1652268164288895,0
38,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00038.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00038.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00038.tif,Santa_Monica,38,A,256,1,0,360992.0,3766272.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 94.48298645  97.92181396  93.98248291 113.9095459 ],[39.69101797 35.10805233 32.98069242 43.6581604 ],0.08978415114730254,0.1875760355253109,0,3.6401857442013728,3.3114545471805434,0
39,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00039.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00039.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00039.tif,Santa_Monica,39,A,256,1,0,360992.0,3766528.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 95.56333923  98.3677063   94.64614868 110.69674683],[37.65479345 33.47866803 30.83106152 42.67709597],0.06724335786739744,0.17822352807529002,0,3.3880226759239807,3.815497279248701,0
40,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00040.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00040.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00040.tif,Santa_Monica,40,A,256,1,0,360992.0,3766784.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 96.23960876  98.23005676  94.4957428  110.42910767],[39.21802368 34.16594644 31.54867929 42.5952049 ],0.06515966053722266,0.1788305868175107,0,3.0478661313099216,3.186282786684598,0
41,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00041.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00041.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00041.tif,Santa_Monica,41,A,256,1,0,360992.0,3767040.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 99.1787262  101.30812073  96.68630981 112.41665649],[40.44227264 35.07016525 32.51650046 42.84857035],0.06100363558956445,0.1802828401796398,0,2.7228941211919166,3.107007109260748,0
42,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00042.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00042.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00042.tif,Santa_Monica,42,A,256,1,0,360992.0,3767296.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 99.46368408 101.68565369  96.59428406 112.72935486],[39.13183526 34.34356099 32.21632873 42.06165485],0.06056714972684319,0.17505776450172955,0,2.948965116945639,3.3521087771714964,0
43,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00043.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00043.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00043.tif,Santa_Monica,43,A,256,1,0,360992.0,3767552.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 94.29205322  96.11264038  90.56430054 113.95323181],[40.38414556 34.5439771  31.27912096 44.09503274],0.09241646335125964,0.18307833309895755,0,3.175829696055769,3.5115158628352403,0
44,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00044.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00044.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00044.tif,Santa_Monica,44,A,256,1,0,360992.0,3767808.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[64.68638611 67.3104248  62.35113525 85.62158203],[53.43577204 52.43646766 48.50496211 67.48208575],0.1363216206536441,0.20015898248019093,19782,2.752934677575855,3.7780893556170754,0
48,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00048.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00048.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00048.tif,Santa_Monica,48,A,256,1,0,361248.0,3765248.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[112.44618225 114.31352234 115.8888092  104.63838196],[44.9950437  41.31612706 38.2605498  41.77830469],-0.035337728986000634,0.1527742745426915,0,6.2416447830018855,13.306864120456257,0
49,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00049.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00049.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00049.tif,Santa_Monica,49,A,256,1,0,361248.0,3765504.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[116.6078186  118.65623474 121.38233948 107.38504028],[50.04695551 47.03558923 44.41877736 44.47271748],-0.037435220631827804,0.1421904887609866,0,6.021448221377523,6.791894374826152,0
50,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00050.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00050.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00050.tif,Santa_Monica,50,A,256,1,0,361248.0,3765760.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[115.39730835 116.11097717 117.5158844  105.54138184],[45.95832145 42.9022998  40.44846135 40.29351876],-0.04072192325270052,0.13541737575829454,0,4.444236593511646,4.103885425644797,0
51,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00051.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00051.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00051.tif,Santa_Monica,51,A,256,1,0,361248.0,3766016.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[118.8155365  120.00662231 121.85105896 106.93505859],[45.55424754 42.78612382 40.94872244 39.8876301 ],-0.04896157926063438,0.14018335975437946,0,4.303421512979537,3.652643595161458,0
52,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00052.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00052.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00052.tif,Santa_Monica,52,A,256,1,0,361248.0,3766272.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[111.29585266 112.93281555 113.63301086 106.37802124],[45.44884906 42.5085292  41.09872099 41.45070485],-0.02059951014586403,0.1628965317911825,0,3.721080389499248,3.7521373128316236,0
53,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00053.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00053.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00053.tif,Santa_Monica,53,A,256,1,0,361248.0,3766528.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[109.66662598 110.95579529 109.95413208 109.25588989],[42.4318931  38.79751665 38.09599349 41.29894718],-0.0026730899772111627,0.17157254230621286,0,2.514690354329232,2.6463575398346197,0
54,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00054.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00054.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00054.tif,Santa_Monica,54,A,256,1,0,361248.0,3766784.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[100.37316895 101.48318481  96.47517395 114.06620789],[42.21379819 36.67796178 34.30693225 42.70043709],0.06496020089838339,0.17909557580740748,0,3.066517090896941,2.9610389951747607,0
55,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00055.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00055.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00055.tif,Santa_Monica,55,A,256,1,0,361248.0,3767040.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[100.05708313 101.69760132  96.8046875  114.22242737],[40.56091464 35.63688147 33.64315181 42.98739522],0.0645877330179836,0.1838833064662949,0,2.591659510630937,2.534065073723583,0
56,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00056.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00056.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00056.tif,Santa_Monica,56,A,256,1,0,361248.0,3767296.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 96.64105225  98.58451843  92.9571991  113.84803772],[41.66136036 36.34765013 33.85328546 43.9930934 ],0.08156979765684369,0.18221084445359687,0,3.290892743116632,3.346456683559719,0
57,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00057.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00057.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00057.tif,Santa_Monica,57,A,256,1,0,361248.0,3767552.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 88.24806213  89.7936554   84.97079468 108.26235962],[39.41428438 33.97312866 30.67948361 43.37859811],0.0999636847145311,0.18072462383236232,0,3.91239118400546,4.1405376959987255,0
58,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00058.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00058.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00058.tif,Santa_Monica,58,A,256,1,0,361248.0,3767808.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[ 91.70799255  93.94226074  88.07643127 114.70640564],[40.41996163 35.49625076 32.95847231 45.12940716],0.1086905048025956,0.1895717103887356,236,3.2594128272416465,3.3663365727734886,0
59,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00059.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00059.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00059.tif,Santa_Monica,59,A,256,1,0,361248.0,3768064.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[47.50772095 48.7538147  44.10244751 63.93270874],[54.58339926 53.6846575  48.67834844 71.09567125],0.1429234423989066,0.20500379308894195,32129,2.349768084210037,3.924930424548456,0
64,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00064.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00064.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00064.tif,Santa_Monica,64,A,256,1,0,361504.0,3764992.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[119.951828   121.54177856 124.11932373 106.7543335 ],[47.79093655 44.88666718 42.06741896 44.26937679],-0.060118471801501976,0.126176438175363,0,6.432958594143862,9.555985378825877,0
66,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00066.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00066.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00066.tif,Santa_Monica,66,A,256,1,0,361504.0,3765504.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[124.81941223 125.87365723 129.18528748 110.1656189 ],[50.4698928  47.64764329 44.76132026 45.71490272],-0.062324554910357925,0.1215883391242982,0,5.760098916583793,8.432286256983874,0
67,/datadrive/UTC/Santa_Monica/combiTif/Santa_Monica_naip1_A_1m_p0_tile00067.tif,/datadrive/UTC/Santa_Monica/NAIP/imagery/none/Santa_Monica_naip1_A_1m_p0_tile00067.tif,/datadrive/UTC/Santa_Monica/fullMasks/binary/Santa_Monica_naip1_A_1m_p0_bi4_tile00067.tif,Santa_Monica,67,A,256,1,0,361504.0,3765760.0,naip1,USGS_LPC_CA_LosAngeles_2016_LAS_2018,[115.04582214 115.67463684 117.2517395  106.49383545],[46.15691074 43.34564557 41.19186037 39.82628476],-0.03308566032022142,0.15091492961270164,0,4.739305838472218,4.239261227023227,0
